submission_id,student_id,skill_id,correct,timestamp,response_time_ms,quirk_notes
61c25a34-8585-4d8e-9b20-b63a906e7eb4,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:49:14,16480,clean
9997de93-2ee0-48be-88ce-0d9612984e58,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:49:41,13649,clean
27b12573-1fa7-4fa9-921a-cef6db85d42b,student_002_plateaued,skill_arithmetic_01,0,2026-07-19T08:50:49,49578,clean
b9fb7706-5647-4091-8441-8b8c65afb301,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:51:21,10552,clean
9277f098-ffbc-49a3-bd2e-b57dd7c6ec71,student_002_plateaued,skill_arithmetic_01,0,2026-07-19T08:52:06,32855,clean
314553df-9b31-42af-89dd-96f58a8c062a,student_002_plateaued,skill_arithmetic_01,0,2026-07-19T08:53:15,44658,clean
6e8b24bf-c82c-43f4-992c-930fb41b93bd,student_002_plateaued,skill_arithmetic_01,0,2026-07-19T08:54:00,34526,clean
610fd18d-05b6-4e14-8f6d-b5b8671469e2,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:54:21,10844,clean
ed28b5e9-a2be-40c0-9acb-a8f0bd4a8fb8,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:55:05,14750,clean
9a5e2e83-3df7-4b92-a899-b15855621960,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:55:36,16736,clean
eaf723ae-047a-4163-9417-31d3c536dfbf,student_002_plateaued,skill_arithmetic_01,0,2026-07-19T08:56:26,43613,clean
7fcd91e0-5edd-499b-a144-c5f5b0c6021b,student_002_plateaued,skill_arithmetic_01,1,2026-07-19T08:57:12,17658,clean
a8a689e6-d58f-4e76-9f5d-afc9e4e1675a,student_002_plateaued,skill_algebra_01,1,2026-07-19T08:55:46,17935,clean
f023ea00-0c27-4d48-a878-ce0bb270180e,student_002_plateaued,skill_algebra_01,0,2026-07-19T08:56:51,52902,clean
c49e41ea-3d4f-48dc-b15a-58f2f8b0d12d,student_002_plateaued,skill_algebra_01,0,2026-07-19T08:57:46,42041,clean
900bc9f8-99ab-43fb-b45f-78dd620fa834,student_002_plateaued,skill_algebra_01,1,2026-07-19T08:58:16,16037,clean
3b13211e-6d4f-4e48-91e3-bf50940b8f5f,student_002_plateaued,skill_algebra_01,0,2026-07-19T08:59:06,40582,clean
9a051a2c-875f-4fd0-b3f2-b9d77b032e37,student_002_plateaued,skill_algebra_01,1,2026-07-19T08:59:33,18834,clean
5f3a8cc9-2c2c-4deb-8ef0-f4735d652efd,student_002_plateaued,skill_algebra_01,0,2026-07-19T09:00:30,29378,clean
0de6fd3e-49f3-46ef-a519-3343e7d1ebf6,student_002_plateaued,skill_algebra_01,0,2026-07-19T09:01:14,36396,clean
10b510e6-1b86-43e8-9e98-77d0eee3ff8f,student_002_plateaued,skill_algebra_01,1,2026-07-19T09:01:51,14597,clean
e89f4412-d11d-4a74-b030-07dfd9373ac4,student_002_plateaued,skill_algebra_01,0,2026-07-19T09:02:39,43575,clean
4e383b87-edf3-4ae0-86ab-0aa781e8dda3,student_002_plateaued,skill_algebra_01,1,2026-07-19T09:03:21,16404,clean
bc85151e-d5e2-431a-971c-9cbd0e50673f,student_002_plateaued,skill_algebra_01,0,2026-07-19T09:04:06,33301,clean
08d05443-16fc-43e2-891e-ba281f2bb389,student_002_plateaued,skill_algebra_01,0,2026-07-19T09:05:22,46180,clean
b17b0b51-529b-4dc7-8f94-dde435ca65dc,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:49:37,30534,clean
cb46877c-6ad6-4bba-9188-1cbb212e2818,student_002_plateaued,skill_geometry_01,1,2026-07-19T08:50:23,18896,clean
ac1ab5b9-7bd2-4228-b216-1895b08e587b,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:51:29,54774,clean
508fc10d-9a23-4b21-9d3b-9349cb1b64d2,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:52:30,34502,clean
bb5c3089-4268-42a7-992c-e1b44c3cca7d,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:53:44,48501,clean
94f88ab0-e993-4f81-8d8a-e6fad08ae5e1,student_002_plateaued,skill_geometry_01,1,2026-07-19T08:54:24,10330,clean
98818970-39aa-4a1e-838a-ef69bc41d153,student_002_plateaued,skill_geometry_01,1,2026-07-19T08:54:50,16629,clean
456f4518-e697-4f92-bde3-faf709b01072,student_002_plateaued,skill_geometry_01,1,2026-07-19T08:55:36,17986,clean
0ce3be42-1e8c-4ed9-ba1c-f33ae9ce6858,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:56:17,29163,clean
c135b87f-08dd-4b77-8e34-5f095f88fe27,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:57:18,43165,clean
74472b7a-19ad-45cb-964a-d9070f1afec7,student_002_plateaued,skill_geometry_01,1,2026-07-19T08:57:37,11177,clean
89ace9ec-cafb-4f80-85dc-c04fa45f2c68,student_002_plateaued,skill_geometry_01,0,2026-07-19T08:58:29,28483,clean
2efa4416-7f7b-441b-8fe6-e730c6edf5ed,student_002_plateaued,skill_geometry_01,1,2026-07-19T08:59:12,14744,clean
97708a20-a656-47e3-9e79-0f4e8ffb2313,student_002_plateaued,skill_geometry_01,0,2026-07-19T09:00:08,51736,clean
98d8dbdf-978f-4e65-abe7-e8ce63eec618,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:45:39,27387,clean
c2228a90-6b5e-4ede-a759-e29a0290090b,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:46:39,35130,clean
229813e7-bb92-4363-97ee-46cc033134e4,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:47:20,36969,clean
45b2f5eb-be0e-412b-8ebc-e740d1a3eadb,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:47:42,15872,clean
0caa7896-05c3-4405-896b-bc215078a479,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:48:25,30620,clean
ec45f20f-7d32-4b26-b7e9-f23e8d98d877,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:48:48,17940,clean
8d53e00b-4f88-469a-af2f-69c03cd466aa,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:50:05,50467,clean
1d188d53-4294-4bf3-bf8f-880a34d2a449,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:50:53,25817,clean
ab21af7f-c7b2-438d-9474-7b630b21efc7,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:51:10,12356,clean
183c4ef9-5b2f-4344-b1da-0b4faad027eb,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:51:45,18397,clean
f7efad08-bfd0-48b0-ac94-64bdf3e68613,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:52:57,54731,clean
f7efad08-bfd0-48b0-ac94-64bdf3e68613,student_002_plateaued,skill_word_problems_01,0,2026-07-19T08:52:59,54731,duplicate_submission_2G_retry
f9f44415-2e0a-4dc0-9177-fc593d13f78e,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:53:17,10857,clean
1f3e429d-faec-4db4-bdd4-15e89ee5eeb8,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:54:04,19847,clean
efc2594c-4622-41af-8530-c586dc3a0aa5,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:54:34,18982,clean
efc2594c-4622-41af-8530-c586dc3a0aa5,student_002_plateaued,skill_word_problems_01,1,2026-07-19T08:54:36,18982,duplicate_submission_2G_retry
30ee2cfc-fca0-4b49-a1e1-ca97f42b5305,student_003_guessing,skill_arithmetic_01,1,2026-07-19T08:39:22,667,clean
db404f76-4f82-40e0-8e4a-0eff440c9784,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:39:41,892,clean
c52f397e-6bfb-49ee-a960-01439cb71189,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:39:50,416,clean
0f98e62f-18e3-4caf-b5a4-040ef2610a2f,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:39:56,842,clean
c3930900-370d-45af-a8d8-f7d043a671d1,student_003_guessing,skill_arithmetic_01,1,2026-07-19T08:40:02,902,clean
2bc7a3e6-61e4-467c-8745-55049d998ca4,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:40:28,553,clean
46fb6867-f339-4f4f-bd9f-cfc516ec4a93,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:40:49,830,clean
1db955b6-bb45-446a-9721-c8fcd0d87c91,student_003_guessing,skill_arithmetic_01,1,2026-07-19T08:41:17,899,clean
b3a47c31-4b85-4717-bf37-f5f32bea8c29,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:41:26,392,clean
b21b137e-54b2-4964-a195-f9dfcdbbece3,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:41:35,369,clean
f9e44344-bd4f-4a54-a507-9e25d20fd8d9,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:42:00,456,clean
8c914e2e-f018-47fd-b175-509a4162ff2a,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:42:17,610,clean
0430bdbe-9593-489b-bbad-38ee32a65e89,student_003_guessing,skill_arithmetic_01,0,2026-07-19T08:42:43,700,clean
7d729817-ee75-4f98-bdfd-2093fa95ec68,student_003_guessing,skill_algebra_01,0,2026-07-19T08:37:20,651,clean
1b467ae8-e2f3-48b6-b674-930fea419325,student_003_guessing,skill_algebra_01,0,2026-07-19T08:37:29,783,clean
94da6d72-eff3-4d35-8067-3e8d7011d349,student_003_guessing,skill_algebra_01,1,2026-07-19T08:37:34,673,clean
210ffae6-4474-4f80-8352-ba1115b1f958,student_003_guessing,skill_algebra_01,0,2026-07-19T08:37:55,890,clean
227f492c-ba7d-4cd7-a142-4bc4a3bbf1c0,student_003_guessing,skill_algebra_01,0,2026-07-19T08:38:11,619,clean
a48df2ca-5f54-4235-826e-d06a9f072d25,student_003_guessing,skill_algebra_01,1,,640,missing_timestamp_device_desync
8836d390-13b7-4a25-b4a6-983e73f8ffe9,student_003_guessing,skill_algebra_01,1,2026-07-19T08:38:56,568,clean
06a6cce1-8d12-45ed-abeb-f15b4bae20d1,student_003_guessing,skill_algebra_01,0,2026-07-19T08:39:12,419,clean
06a6cce1-8d12-45ed-abeb-f15b4bae20d1,student_003_guessing,skill_algebra_01,0,2026-07-19T08:39:14,419,duplicate_submission_2G_retry
4e05f43d-5482-408a-831c-7795df4e5a8b,student_003_guessing,skill_algebra_01,0,2026-07-19T08:39:37,352,clean
a345e8ff-0cef-4d09-b852-ad038d4b523c,student_003_guessing,skill_algebra_01,0,2026-07-19T08:39:59,670,clean
82a7c9f8-a8ce-4036-ac5a-a280ba8df6b1,student_003_guessing,skill_algebra_01,1,2026-07-19T08:40:11,573,clean
033bbf7b-0110-4df3-ae59-0a345e8e9c98,student_003_guessing,skill_geometry_01,0,2026-07-19T08:36:22,709,clean
c36fe4b5-425b-4be8-83ab-97c58d579bbc,student_003_guessing,skill_geometry_01,0,2026-07-19T08:36:35,771,clean
c36fe4b5-425b-4be8-83ab-97c58d579bbc,student_003_guessing,skill_geometry_01,0,2026-07-19T08:36:37,771,duplicate_submission_2G_retry
96c12b17-4564-417c-92ba-ea00748097f3,student_003_guessing,skill_geometry_01,1,2026-07-19T08:36:58,727,clean
6b853d8b-30d9-48c5-9df2-e6d0f1f2b4b3,student_003_guessing,skill_geometry_01,0,2026-07-19T08:37:03,631,clean
443b862c-ba5a-4907-a427-aff488c050b5,student_003_guessing,skill_geometry_01,1,2026-07-19T08:37:31,876,clean
79bea492-09a0-457f-913d-c09974d2daf8,student_003_guessing,skill_geometry_01,0,2026-07-19T08:37:56,492,clean
9a316821-0c30-4b32-b159-06e882f97854,student_003_guessing,skill_geometry_01,1,2026-07-19T08:38:22,731,clean
3b974d8b-20cb-48f3-aa18-f5452cf01956,student_003_guessing,skill_geometry_01,1,2026-07-19T08:38:35,939,clean
f9de9055-958b-4914-b07f-867932dcbdc1,student_003_guessing,skill_geometry_01,0,2026-07-19T08:38:46,598,clean
f9de9055-958b-4914-b07f-867932dcbdc1,student_003_guessing,skill_geometry_01,0,2026-07-19T08:38:48,598,duplicate_submission_2G_retry
f4d6474e-1438-4002-b4c8-17d33b3ac472,student_003_guessing,skill_geometry_01,1,2026-07-19T08:39:09,43200000,implausible_session_sleep_12hrs
d33fffcd-d3ea-4a01-85a5-030693945824,student_003_guessing,skill_geometry_01,0,2026-07-19T08:39:28,823,clean
4d50639b-a272-4364-9795-4e8a4ea10f53,student_003_guessing,skill_geometry_01,0,2026-07-19T08:39:35,736,clean
2d1db97b-8fd2-48dc-af78-c9176cf9ddf1,student_003_guessing,skill_geometry_01,0,2026-07-19T08:39:44,443,clean
46fab801-84b9-4472-87f2-ecf188339c5b,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:53:19,721,clean
d3e3c965-4fb7-4da7-9f7b-055e8ee55c63,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:53:43,479,clean
f190953b-9e85-4ff7-8c2c-778393ade2e9,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:53:51,469,clean
f190953b-9e85-4ff7-8c2c-778393ade2e9,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:53:53,469,duplicate_submission_2G_retry
146b698b-5230-4994-8fcf-1a86dfce7e5e,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:54:17,529,clean
5ae0d6ea-54f4-42bd-ac38-2379c677833d,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:54:38,612,clean
97b0e3a8-8532-4836-855d-c3ca02dc662c,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:54:54,43200000,implausible_session_sleep_12hrs
44942b4d-e52d-46a3-82f1-61d8cc1a1309,student_003_guessing,skill_word_problems_01,1,2026-07-19T08:55:20,689,clean
59ef310e-c829-45ba-be7c-87d3a6c1e682,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:55:29,672,clean
e4998503-19c3-48d0-96e3-dc790d4e1648,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:55:38,590,clean
e86bc41e-918b-4883-9ac5-92a954fceb5a,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:55:47,596,clean
abb5de60-f8b0-4796-991b-0684d7866523,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:56:12,935,clean
3b646ebd-11fc-4f6f-805e-2fb795de504d,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:56:32,590,clean
a18699a3-a77f-4329-9180-d8dff9583341,student_003_guessing,skill_word_problems_01,0,,510,missing_timestamp_device_desync
84f7b946-50f6-4942-968e-2eedb52220db,student_003_guessing,skill_word_problems_01,1,2026-07-19T08:57:04,481,clean
002d42dc-2d93-405e-a213-c3c48775ba7e,student_003_guessing,skill_word_problems_01,0,2026-07-19T08:57:30,661,clean
cbb0600e-a1a9-432a-b66f-dde027831a99,student_004_mastered,skill_arithmetic_01,0,2026-07-19T08:52:11,3407,clean
38f3d676-000b-4330-b35c-0fb915c0197a,student_004_mastered,skill_arithmetic_01,1,2026-07-19T08:52:25,4835,clean
b773a3e2-c5c6-4a00-8a5a-a0a9f871e08f,student_004_mastered,skill_arithmetic_01,1,2026-07-19T08:52:45,3153,clean
b0723d70-f861-431d-805f-8a304f405d91,student_004_mastered,skill_arithmetic_01,1,2026-07-19T08:53:15,5535,clean
e2f23847-eeb5-4ae5-88fa-330419d3fcfe,student_004_mastered,skill_arithmetic_01,1,2026-07-19T08:53:37,4972,clean
82201836-08fa-4c96-8859-c051eb403de7,student_004_mastered,skill_arithmetic_01,1,2026-07-19T08:53:46,3421,clean
26aa282e-c8e8-49f0-8b96-293255a5981b,student_004_mastered,skill_arithmetic_01,1,2026-07-19T08:53:59,4095,clean
bb7eff5c-80b5-4678-ab2d-cdbee9aaa8aa,student_004_mastered,skill_arithmetic_01,0,2026-07-19T08:54:33,5808,clean
833ac459-b67e-4f50-913b-7d552b471849,student_004_mastered,skill_algebra_01,1,2026-07-19T08:40:32,4732,clean
491ae95d-bc19-49c1-9bb4-7a5942cef59b,student_004_mastered,skill_algebra_01,1,2026-07-19T08:41:03,4934,clean
05ec4d97-59cb-4e51-80f5-5fefbf3a7ebc,student_004_mastered,skill_algebra_01,1,,3006,missing_timestamp_device_desync
e0f1bc0c-1d95-4abb-afc8-568c1f84abe6,student_004_mastered,skill_algebra_01,1,2026-07-19T08:41:53,3040,clean
605761d1-5825-48c3-93a0-fd4212835778,student_004_mastered,skill_algebra_01,1,2026-07-19T08:42:24,5471,clean
e180e673-28a0-421a-96ea-a8d14987da08,student_004_mastered,skill_algebra_01,1,2026-07-19T08:42:45,4485,clean
b7bda5f9-b12e-4ae2-af39-6a0ecc561518,student_004_mastered,skill_algebra_01,1,2026-07-19T08:43:11,5926,clean
c0a1716d-a144-4802-be19-8d61106cd5e7,student_004_mastered,skill_algebra_01,1,2026-07-19T08:43:38,4609,clean
963e359f-7e2d-4759-b366-7d3a9e8a7ecc,student_004_mastered,skill_geometry_01,1,2026-07-19T08:47:16,3971,clean
5a42958b-13df-4f24-9e7e-b629326d750e,student_004_mastered,skill_geometry_01,1,2026-07-19T08:47:29,4831,clean
dda94cc7-0775-4eaa-b3db-0a972d8a7064,student_004_mastered,skill_geometry_01,1,2026-07-19T08:47:43,3427,clean
0b124252-3572-44af-9a59-84ee8ae6a529,student_004_mastered,skill_geometry_01,1,2026-07-19T08:48:03,3187,clean
13570bc7-67cb-4604-9476-ac0619103b48,student_004_mastered,skill_geometry_01,0,2026-07-19T08:48:22,2656,clean
203c98e4-ae83-4951-95d5-16e2e83ffc2d,student_004_mastered,skill_geometry_01,1,2026-07-19T08:48:35,5801,clean
e39b0e00-c409-4021-86f0-4e08e1452ce4,student_004_mastered,skill_geometry_01,1,2026-07-19T08:49:00,4261,clean
28bd364a-f231-45ea-a9a6-1f59cc8f539a,student_004_mastered,skill_geometry_01,1,2026-07-19T08:49:25,3849,clean
a83ce854-dc7e-4572-995e-b123d932f17c,student_004_mastered,skill_geometry_01,1,2026-07-19T08:49:36,3475,clean
f36d97a6-32d1-4967-b6e3-37624886303f,student_004_mastered,skill_geometry_01,1,2026-07-19T08:50:02,3237,clean
506dd836-8e7c-4ec6-a9e9-08ab342986b3,student_004_mastered,skill_geometry_01,1,2026-07-19T08:50:36,5457,clean
343473ed-6b21-43b9-81bd-13ce6ce942e2,student_004_mastered,skill_geometry_01,1,,3104,missing_timestamp_device_desync
9f345209-1a66-4b0c-964c-e3b99af9d693,student_004_mastered,skill_geometry_01,1,2026-07-19T08:50:54,2628,clean
dab10481-ed65-41dd-a1e8-5afbb4aefa85,student_004_mastered,skill_geometry_01,0,2026-07-19T08:51:05,3053,clean
b4f5401b-a0be-49c3-9542-19a0aed39148,student_004_mastered,skill_geometry_01,1,,5320,missing_timestamp_device_desync
062a1efc-32c4-4494-84dd-66150270136a,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:40:24,4034,clean
690b9f52-2767-4674-99eb-b4d8d364f707,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:40:42,5709,clean
8b7b92e6-226a-4981-bc8c-2f3f40fcbab6,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:40:54,4702,clean
d68f3500-10c3-4325-b599-b9bb9532349e,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:41:17,5365,clean
91de0630-d0fd-4c9d-9100-6d3cf2473c47,student_004_mastered,skill_word_problems_01,0,2026-07-19T08:41:37,2744,clean
8db19905-d7d8-4e9a-b1ec-1b178ef79449,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:42:09,5784,clean
beb2d2b5-f3c5-488f-9973-762a170927bd,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:42:20,5283,clean
c62491fb-965d-4583-b015-b453a5b93495,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:42:31,3756,clean
41a859ff-bd9e-4241-9645-362fcf670da2,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:43:01,2730,clean
3e246b8f-182b-49d8-b152-f5e036edb743,student_004_mastered,skill_word_problems_01,1,2026-07-19T08:43:18,3588,clean
079cad26-2708-4aaf-bee3-4210a601b6de,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:33:32,3997,clean
4eef879f-bc1f-4f32-8f90-4d20a8fc530c,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:33:56,3674,clean
e30522df-b438-4d0e-88a1-0fd4985e7170,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:34:10,5743,clean
4034a422-9431-4526-bce9-44b540b0151f,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:34:37,3192,clean
0ced963b-b151-467c-b924-7b093d2e5a59,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:34:45,3723,clean
385b3837-424a-49a5-b4c4-101e2b9567ee,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:35:07,5394,clean
e90b4eac-395b-4651-95a9-6433108e7489,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:35:28,3015,clean
78d1e3bf-36ef-4387-9467-091c1edc14f9,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:36:01,3387,clean
b607d0b3-8e55-4417-a5bf-c7aa9c6c90c8,student_005_mastered,skill_arithmetic_01,1,2026-07-19T08:36:28,3006,clean
81d24bf5-a942-4b40-9b5d-abf46b8e3ac4,student_005_mastered,skill_algebra_01,1,2026-07-19T08:45:27,4428,clean
01a1bd13-316b-4a91-ba1b-9a002a15d938,student_005_mastered,skill_algebra_01,0,2026-07-19T08:45:39,4732,clean
b99a8197-7485-4ca6-b10a-e5c577bd5bde,student_005_mastered,skill_algebra_01,1,2026-07-19T08:46:03,3358,clean
fb706a63-8a19-414e-ad82-5dd034dba36c,student_005_mastered,skill_algebra_01,0,2026-07-19T08:46:36,3101,clean
2e9244f4-780f-4ecd-a961-8df1cf908b2a,student_005_mastered,skill_algebra_01,1,2026-07-19T08:46:49,5247,clean
e76996ea-135e-489f-b68f-f0fe088de6e6,student_005_mastered,skill_algebra_01,1,2026-07-19T08:47:16,5774,clean
dc876312-92b9-4575-ae08-c6b793f1360b,student_005_mastered,skill_algebra_01,1,2026-07-19T08:47:38,5846,clean
f660e6b8-86eb-4fea-bf65-f2b91f551a99,student_005_mastered,skill_algebra_01,1,2026-07-19T08:48:13,5028,clean
915b5ba6-f62d-4336-876b-c9cf24deec75,student_005_mastered,skill_algebra_01,1,2026-07-19T08:48:45,4609,clean
f936f3e5-dab5-4036-9833-e1480c5ffa94,student_005_mastered,skill_geometry_01,1,2026-07-19T08:34:32,3856,clean
4eaf5f55-92b0-4f84-9e07-b23393952d1c,student_005_mastered,skill_geometry_01,1,2026-07-19T08:34:44,5158,clean
